name,cuisines,area,averagecost,dinner ratings,cluster
Chai Point,"Tea, Beverages, Fast Food, Street Food, North Indian","Royal Meenakshi Mall, Bannerghatta Road, Bangalore",250,3.3,2
BOX8 - Desi Meals,"North Indian, Wraps, Fast Food, Biryani, Desserts, Beverages","Bannerghatta Road, Bangalore",200,,0
Behrouz Biryani,"Biryani, Mughlai","Bannerghatta Road, Bangalore",350,,0
Mad Over Donuts,"Desserts, Beverages","Royal Meenakshi Mall, Bannerghatta Road, Bangalore",250,2.9,2
California Burrito,"Mexican, Fast Food, Beverages, Desserts","Bannerghatta Road, Bangalore",500,4.1,4
Starbucks Coffee,"Coffee, Desserts, Beverages","Bannerghatta Road, Bangalore",600,3.2,2
Kaati Zone Rolls And Wraps,"Rolls, Sandwich","BTM, Bangalore",150,,3
Just Shawarma,"Lebanese, Fast Food, Beverages","Bannerghatta Road, Bangalore",300,3.3,2
ZAZA 22 Spice Biryani,"North Indian, Biryani, Wraps, Fast Food, Desserts","Bommanahalli, Bangalore",200,,0
Cupcake Bliss Cakes & Desserts,"Bakery, Desserts","Bannerghatta Road, Bangalore",300,,3
Empire Juices And Ice Creams,"Shake, Ice Cream, Desserts, Beverages","Bannerghatta Road, Bangalore",100,,3
The Dessert Zone,"Desserts, Bakery","Bannerghatta Road, Bangalore",200,,3
"Frozen Bottle - Milkshakes, Desserts and Ice Cream","Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food","Royal Meenakshi Mall, Bannerghatta Road, Bangalore",200,,0
LunchBox - Meals and Thalis,"North Indian, Healthy Food, Beverages, Chinese","Bannerghatta Road, Bangalore",200,,3
Momo Zone - The Momo Company,Momos,"Bannerghatta Road, Bangalore",150,,3
Chicken County Restaurant,"North Indian, Chinese, Mughlai, Seafood, Fast Food, Biryani, Beverages","Bannerghatta Road, Bangalore",600,3.2,2
Chef Bakers,"Bakery, Desserts, Fast Food","Bommanahalli, Bangalore",500,,0
Chinese Wok - Wok Express,"Momos, Chinese","Bommanahalli, Bangalore",200,,3
Biryani By Kilo,"Biryani, Mughlai, Kebab, Hyderabadi","Bommanahalli, Bangalore",700,3.9,4
The Biryani Life,"Fast Food, North Indian, Desserts, Beverages","Bannerghatta Road, Bangalore",250,,3
Big Bowl Company,"North Indian, Chinese, Biryani, Fast Food, Momos","Bommanahalli, Bangalore",200,,3
Cafe Coffee Day,"Coffee, Fast Food, Desserts, Beverages","Bannerghatta Road, Bangalore",600,3.2,2
Ghee And Turmeric,"North Indian, Mughlai","Bannerghatta Road, Bangalore",350,,3
Sweet Truth - Cake And Desserts,Bakery,"Bannerghatta Road, Bangalore",250,,0
Thalaivars Biryani,"Biryani, South Indian","Bannerghatta Road, Bangalore",250,,3
Apsara Ice Creams,"Ice Cream, Desserts","Bannerghatta Road, Bangalore",400,4.0,4
Just Cakes,"Bakery, Desserts","Bommanahalli, Bangalore",250,2.7,2
Indiana Burgers,Burger,"Bannerghatta Road, Bangalore",200,,3
Itminaan Biryani - Dum Pukht,"Biryani, Mughlai, North Indian","Bannerghatta Road, Bangalore",250,,3
Kwality Wallâs Frozen Dessert and Ice Cream Shop,Ice Cream,"Bannerghatta Road, Bangalore",100,,3
The Good Bowl,"North Indian, Mughlai","Bannerghatta Road, Bangalore",200,,0
Adithya,"South Indian, North Indian, Chinese, Shake","JP Nagar, Bangalore",450,3.8,0
Bombay Kulfi,"Ice Cream, Desserts","Bannerghatta Road, Bangalore",50,,0
Samosa Singh,"Street Food, Fast Food, Tea, North Indian","Bannerghatta Road, Bangalore",150,,0
LeanCrust Pizza - ThinCrust Experts,"Pizza, Fast Food, Beverages","Bommanahalli, Bangalore",350,,3
The Brooklyn Creamery - Healthy Ice Cream,Ice Cream,"Bannerghatta Road, Bangalore",200,,3
NH1 Bowls - Highway To North,North Indian,"Bommanahalli, Bangalore",200,,3
Firangi Bake,"Italian, Mexican, Desserts","Bannerghatta Road, Bangalore",250,,0
Mealful Rolls - Meals In A Roll,"Rolls, Fast Food","Bannerghatta Road, Bangalore",200,,3
Art Of Delight,"Ice Cream, Desserts, Beverages","Bannerghatta Road, Bangalore",150,,3
Buzz A Pizza Wood-Fired Oven Pizza,Pizza,"Bannerghatta Road, Bangalore",400,3.7,0
Amul Ice Cream Parlour,"Ice Cream, Desserts, Beverages, Shake","Bannerghatta Road, Bangalore",300,,0
The Momo Co.,"Chinese, Momos, Desserts, Beverages","Bommanahalli, Bangalore",200,,3
Kwality Wallâs Frozen Dessert and Ice Cream Shop,Ice Cream,"BTM, Bangalore",100,,3
Darjeeling Momos & Fast Food Center,"Fast Food, Momos","Bannerghatta Road, Bangalore",250,3.5,0
Kouzina Kafe - The Food Court,"Fast Food, Bakery, Desserts","BTM, Bangalore",200,,3
Vinaya Cafe,"South Indian, North Indian, Chinese, Street Food, Beverages, Desserts, Shake","JP Nagar, Bangalore",350,3.1,2
GLOBO Ice Creams Of The World,Ice Cream,"Bannerghatta Road, Bangalore",100,,0
Chandni Chowk,"Street Food, North Indian, Mithai","Bannerghatta Road, Bangalore",150,,3
Sundae Everyday Ice Creams,"Ice Cream, Shake","BTM, Bangalore",150,,3
Burger And Pizza,"Burger, Pizza","Bannerghatta Road, Bangalore",100,,3
Burger It Up,Burger,"Bannerghatta Road, Bangalore",200,,3
Shahi Shawarma,"Lebanese, Chinese, Rolls","JP Nagar, Bangalore",100,,0
Slurpy Shakes,"Beverages, Burger, Fast Food, Bakery, Shake","BTM, Bangalore",200,,3
Sunath Pizzeria,"Rolls, Fast Food, Pizza, Burger, Sandwich","Bommanahalli, Bangalore",400,3.4,2
Fipola Grill House,Fast Food,"Bannerghatta Road, Bangalore",100,,3
Adholokam Family Restaurant,"Mughlai, Fast Food, Chinese, Beverages","Bannerghatta Road, Bangalore",500,3.5,0
Sri Banasankri Military Hotel,"South Indian, Biryani","Kanakapura Road, Bangalore",300,,0
HSR SLV Fast Food,"South Indian, Chinese","Bommanahalli, Bangalore",200,2.8,2
Pure Veg Meals By LunchBox,"North Indian, Shake","Bannerghatta Road, Bangalore",200,,3
Bangarpet Chats,Street Food,"Bommanahalli, Bangalore",100,,3
The Pastry House,Bakery,"Bommanahalli, Bangalore",200,,3
Rolls & Bowls Company,"Rolls, Fast Food, North Indian, Beverages","Bommanahalli, Bangalore",250,,3
Ayoor's Cafe,"North Indian, South Indian, Mughlai, Chinese","Bommanahalli, Bangalore",100,,3
Mitra's Eatery,Fast Food,"Bommanahalli, Bangalore",100,,0
Cafe E Fungi,"Burger, Sandwich, Wraps, North Indian, Fast Food","Bommanahalli, Bangalore",400,3.8,4
American Hickory,"Pizza, Burger","Bommanahalli, Bangalore",250,,3
Milkshake And Lassi,"Beverages, Shake, Juices","Bannerghatta Road, Bangalore",100,,0
AffordaBowl,"Continental, Salad","HSR, Bangalore",150,,3
Punjab Time,"North Indian, Chinese","BTM, Bangalore",200,,3
Falhari - A Fruitful Habit,"Healthy Food, Desserts, Beverages, Juices","Hosur Road, Bangalore",150,,3
Mumchies,"Mithai, Fast Food, Healthy Food","Bommanahalli, Bangalore",150,,3
Bowl Soul,"Fast Food, Beverages","JP Nagar, Bangalore",250,,3
Sri Raghavendra Veg,"South Indian, Chinese, Street Food","Jayanagar, Bangalore",200,,0
GetAWhey - Healthy Ice Creams,"Ice Cream, Healthy Food","JP Nagar, Bangalore",150,,3
Juices Zone,"Beverages, Salad, Desserts, Juices, Shake","BTM, Bangalore",150,3.1,2
Figo Bakehouse,"Bakery, Beverages, Desserts","BTM, Bangalore",200,,3
Davanagere Benne Dose Mane,South Indian,"JP Nagar, Bangalore",200,,0
Kingsmen Coffee,"Beverages, Desserts, Fast Food, Cafe","BTM, Bangalore",200,,3
Khatta Meetha Palace,Street Food,"Jayanagar, Bangalore",100,,3
Lubov Patisserie by Frozen Bottle,Desserts,"Royal Meenakshi Mall, Bannerghatta Road, Bangalore",200,,3
Moghal Biryani,"Biryani, Fast Food","Bannerghatta Road, Bangalore",200,,0
Namma Pastries,Bakery,"JP Nagar, Bangalore",100,,0
Suman North Indian Restaurant,"North Indian, Street Food","HSR, Bangalore",150,,0
BigBites,"Fast Food, Momos, Street Food","Bommanahalli, Bangalore",200,,3
Upahar Banashree,"South Indian, North Indian, Chinese, Street Food, Juices, Beverages, Shake","Bannerghatta Road, Bangalore",400,3.2,2
Asvada,"Chinese, North Indian, South Indian, Fast Food, Biryani, Beverages","BTM, Bangalore",400,3.1,2
Anika Tiffin,"North Indian, Street Food, Chinese","BTM, Bangalore",200,,0
C2 Kitchen,"Chinese, Street Food, North Indian, Fast Food, Ice Cream, Beverages","JP Nagar, Bangalore",300,3.3,2
Sultans Of Spice,"North Indian, Mughlai, Desserts, Beverages","BluPetal Hotel, Koramangala, Bangalore",1200,4.4,1
Noodle 2 Home,Chinese,"JP Nagar, Bangalore",400,,0
Maggi N Maggi House,"Street Food, Sandwich, Fast Food, Beverages","BTM, Bangalore",150,,0
Five Star Chicken,"Wraps, Burger, Rolls, Fast Food, Street Food","Bannerghatta Road, Bangalore",400,3.3,2
Punjabi Nawabi,"North Indian, Biryani, Mughlai, Chinese","Bannerghatta Road, Bangalore",1000,4.1,4
Sardarji Londonwaley,"North Indian, Chinese","Bannerghatta Road, Bangalore",150,,3
Punjabi Unplugged,"North Indian, Chinese","Bannerghatta Road, Bangalore",400,3.6,0
Chung Wah,"Chinese, Thai, Vietnamese","JP Nagar, Bangalore",800,4.1,4
Dilli Chowk,North Indian,"JP Nagar, Bangalore",700,3.8,4
Biryani Rooh-e-Khaas,"Biryani, Mughlai, Desserts","Bannerghatta Road, Bangalore",200,,3
Lo! - Low Carb And Keto Foods,"Fast Food, North Indian","Bommanahalli, Bangalore",200,,3
Apoorva Halli Mane,"South Indian, Mughlai, Andhra, Chinese, Seafood","Bommanahalli, Bangalore",350,3.6,0
Vijayshree Restaurant,"South American, Chinese","Bannerghatta Road, Bangalore",350,,3
CHURMURcog Chaat,Street Food,"JP Nagar, Bangalore",50,,3
Coast @ JP Nagar,"Seafood, North Indian","JP Nagar, Bangalore",400,3.8,0
Punjabi Zaica,"Chinese, North Indian, Mughlai, Biryani, Desserts, Beverages","JP Nagar, Bangalore",400,3.5,0
Tadka Punjab Da,North Indian,"BTM, Bangalore",150,,0
Hum Biryani,"Biryani, North Indian, Chinese, Mughlai, Seafood","BTM, Bangalore",250,,3
Paratha Meal Co,"North Indian, Desserts","BTM, Bangalore",300,,3
BOX8 - Desi Meals,"North Indian, Wraps, Fast Food, Biryani, Desserts, Beverages","Bellandur, Bangalore",200,,0
Hyderabadi Handi Biryani,"Andhra, Biryani, Chinese, North Indian","Marathahalli, Bangalore",500,3.8,4
Andhra Gunpowder,"Biryani, South Indian, Desserts, Beverages","Bellandur, Bangalore",200,,3
KFC,"Burger, Fast Food, Biryani, Desserts, Beverages","Bangalore Central, Bellandur, Bangalore",400,3.1,2
A2B - Adyar Ananda Bhavan,"South Indian, Fast Food, Street Food, Ice Cream, Beverages, North Indian, Chinese","Bellandur, Bangalore",800,,4
MOJO Pizza - 2X Toppings,"Pizza, Fast Food, Desserts, Beverages","Bellandur, Bangalore",250,,0
Pizza Hut,"Pizza, Fast Food, Desserts, Beverages","Bellandur, Bangalore",400,3.3,2
Kanti Sweets,"Mithai, Street Food, Desserts","Bellandur, Bangalore",50,,0
Behrouz Biryani,"Biryani, Mughlai","Bellandur, Bangalore",350,,3
Biryani Trip,Biryani,"Bellandur, Bangalore",250,,3
Ovenstory Pizza,"Pizza, Desserts","Bellandur, Bangalore",250,,3
Polar Bear,"Ice Cream, Beverages, Shake","Bellandur, Bangalore",350,4.0,4
Subway,"Healthy Food, Fast Food, Sandwich, Salad, Beverages, Wraps","Bellandur, Bangalore",400,3.1,2
Madras Meal Company,South Indian,"Sarjapur Road, Bangalore",150,,3
WOW! Momo,"Momos, Fast Food, Tibetan","Marathahalli, Bangalore",400,3.5,0
Faasos - Wraps & Rolls,"North Indian, Desserts, Wraps, Beverages","Bellandur, Bangalore",200,,3
Donne Biryani House,"Biryani, South Indian","Sarjapur Road, Bangalore",300,3.8,0
Paratha Envy,North Indian,"Bellandur, Bangalore",150,,3
ZAZA 22 Spice Biryani,"Biryani, Mughlai, North Indian","Bellandur, Bangalore",200,,3
WarmOven Cake & Desserts,"Bakery, Desserts","Marathahalli, Bangalore",350,,3
LunchBox - Meals and Thalis,"North Indian, Healthy Food, Beverages, Chinese","Bellandur, Bangalore",200,,3
Goli Vada Pav No. 1,"Street Food, Fast Food, Burger, Ice Cream, Desserts","HSR, Bangalore",350,3.1,2
Chai Point,"Tea, Fast Food, North Indian, Beverages","Bellandur, Bangalore",400,3.4,0
Starbucks Coffee,"Coffee, Desserts, Beverages","Bellandur, Bangalore",600,3.2,2
Chaayos Chai+Snacks=Relax,Beverages,"Bellandur, Bangalore",350,3.7,0
The Biryani Life,"Fast Food, North Indian, Desserts, Beverages","Bellandur, Bangalore",250,,3
Itminaan Biryani - Dum Pukht,"Biryani, Mughlai, North Indian","Bellandur, Bangalore",250,,3
The Good Bowl,"North Indian, Mughlai","Bellandur, Bangalore",200,,0
NH1 Bowls - Highway To North,"North Indian, Kebab, Desserts","Bellandur, Bangalore",200,,3
Frozen Bottle,"Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food","Sarjapur Road, Bangalore",350,4.0,4
Kaati Zone Rolls And Wraps,"Rolls, Sandwich","Marathahalli, Bangalore",150,,3
The Dessert Zone,"Desserts, Bakery","Kadubeesanahalli, Bangalore",200,,3
Sweet Truth - Cake and Desserts,Bakery,"Bellandur, Bangalore",250,,3
Apsara Ice Creams,"Ice Cream, Desserts","Bellandur, Bangalore",400,4.1,4
WOW! China,"Chinese, Asian","Sarjapur Road, Bangalore",200,,3
BigBites,"Fast Food, Street Food, Momos","Bellandur, Bangalore",200,,3
Third Wave Coffee,"Coffee, Cafe, Italian, Desserts, Beverages","Bellandur, Bangalore",400,4.1,4
SLAY Coffee,"Beverages, Coffee","Bellandur, Bangalore",150,,3
The Lassi Corner,"Fast Food, Beverages, Desserts, Sandwich, Ice Cream, Shake","Sarjapur Road, Bangalore",300,3.4,0
Indiana Burgers,Burger,"Marathahalli, Bangalore",200,,3
Mealful Rolls - Meals In A Roll,"Rolls, Fast Food","Bellandur, Bangalore",200,,3
Firangi Bake,"Italian, Mexican, Desserts","Bellandur, Bangalore",250,,3
Absolute Shawarma,"Lebanese, Fast Food","Sarjapur Road, Bangalore",150,,0
LeanCrust Pizza - ThinCrust Experts,"Pizza, Fast Food, Beverages","Bellandur, Bangalore",350,,3
Bombay Kulfis,"Desserts, Ice Cream","Bellandur, Bangalore",100,,0
Pure Veg Meals By LunchBox,"North Indian, Shake","Bellandur, Bangalore",200,,3
Sundae Everyday Ice Creams,"Ice Cream, Shake","Marathahalli, Bangalore",150,,3
Globo Ice Creams of the World,Ice Cream,"Bellandur, Bangalore",100,,3
Fabelle Chocolates,Desserts,"Bellandur, Bangalore",400,,0
The Red Box,Chinese,"Marathahalli, Bangalore",500,,4
Slurpy Shakes,"Beverages, Burger, Fast Food, Bakery, Shake","Marathahalli, Bangalore",200,,3
Swad Anokha Foods,"North Indian, Chinese","Marathahalli, Bangalore",100,,0
BaHa Superfoods,"Shake, Frozen Yogurt, Beverages","Sarjapur Road, Bangalore",250,,3
GR Donne Biryani,"Biryani, Fast Food, Mughlai, Seafood","HSR, Bangalore",150,,3
Southie,"South Indian, North Indian","HSR, Bangalore",300,,0
The Twenty Handmade Chocolates,Desserts,"HSR, Bangalore",200,,0
IceBreakers,"Desserts, Ice Cream, Beverages","HSR, Bangalore",300,4.1,4
Le Fromage,Desserts,"HSR, Bangalore",200,,0
Ambur Hot Dum Biryani,Biryani,"Bommanahalli, Bangalore",500,,4
Chikpet Donne Biryani,"Biryani, Fast Food","HSR, Bangalore",200,,0
S M Grand Cafe,"Fast Food, Beverages, Desserts, Shake","HSR, Bangalore",500,3.3,2
The Wok Pops,"Chinese, Asian","HSR, Bangalore",500,3.7,0
Khichdi Kahani,"North Indian, Desserts","HSR, Bangalore",300,,3
Voosh Dakshin,South Indian,"Bellandur, Bangalore",150,,3
MilkyWay,"Ice Cream, Fast Food, Shake","Electronic City, Bangalore",300,3.6,0
The Grill Theory,"Lebanese, BBQ, Fast Food, Beverages","Sarjapur Road, Bangalore",250,3.6,0
Maa Ka Dabba,North Indian,"Sarjapur Road, Bangalore",100,,3
Joe's Burger & Shakes,"Chinese, Burger, Sandwich","BTM, Bangalore",150,,3
Gully Foods ,"Fast Food, Momos, Burger, Chinese, Sandwich, Beverages","BTM, Bangalore",100,,3
Hokart Hot And Fresh Fast Food,Momos,"HSR, Bangalore",100,,0
Juno,"North Indian, Chinese, Rolls, South Indian","Bellandur, Bangalore",250,,3
DK'S Donne Biryani,"Biryani, South Indian","HSR, Bangalore",200,,3
Kheer Bahaar,Desserts,"Sarjapur Road, Bangalore",100,,3
Hokart Vilasini Catering Services,South Indian,"HSR, Bangalore",100,,0
Lio Naga Chaitanya Kitchen,South Indian,"Sarjapur Road, Bangalore",50,,3
KFC,"Burger, Fast Food, Biryani, Desserts, Beverages","Forum Mall, Koramangala, Bangalore",400,4.1,4
Pizza Hut,"Pizza, Fast Food, Desserts, Beverages","Forum Mall, Koramangala, Bangalore",400,3.8,4
Lassi Shop,"Beverages, Ice Cream, Desserts, Shake","BTM, Bangalore",100,,0
Juice Junction,"Juices, Sandwich, Beverages","Wilson Garden, Bangalore",50,,0
Sreeraj Lassi Bar,"Beverages, Desserts, Ice Cream, Shake","Wilson Garden, Bangalore",300,3.1,2
Chicken Plus,Lebanese,"BTM, Bangalore",100,,3
Shree Venkateshwara Uttara Karnataka Joladha Rotti Meals,South Indian,"Jayanagar, Bangalore",200,4.0,4
Melting Pot At Woodrose,"North Indian, Sandwich, South Indian","JP Nagar, Bangalore",800,3.8,4
Paratha Maharaj,North Indian,"BTM, Bangalore",200,,3
Aamchi Mumbai,Street Food,"Jayanagar, Bangalore",200,3.3,2
KFC,"Burger, Fast Food, Biryani, Desserts, Beverages","New BEL Road, Bangalore",400,3.7,0
McDonald's,"Burger, Beverages, Fast Food, Desserts","New BEL Road, Bangalore",400,3.8,4
New Agarwal Bhavan,"North Indian, Chinese, South Indian, Fast Food, Street Food, Mithai","Yeshwantpur, Bangalore",400,3.9,4
Amma's Pastries,Bakery,"Yeshwantpur, Bangalore",400,3.7,0
Goli Vada Pav No. 1,"Street Food, Fast Food, Burger, Ice Cream, Desserts","Jalahalli, Bangalore",350,2.9,2
Samskruthi Grand,"South Indian, North Indian, Chinese","Jalahalli, Bangalore",350,3.9,4
Meghana Foods,"Biryani, Andhra, North Indian, Seafood","Sahakara Nagar, Bangalore",300,,3
Five Star Chicken,"Wraps, Burger, Rolls, Fast Food, Street Food","Jalahalli, Bangalore",400,3.5,0
Kanti Sweets,"Mithai, Street Food, Desserts","Jalahalli, Bangalore",400,3.1,2
Polar Bear,"Ice Cream, Beverages, Shake","Jalahalli, Bangalore",350,3.8,0
WOW! Momo,"Momos, Fast Food, Tibetan","Sanjay Nagar, Bangalore",200,,0
NIC - Natural Ice Creams,Ice Cream,"Sanjay Nagar, Bangalore",100,,0
Shree Mahalakshmi Sweets,"Mithai, Street Food","Sahakara Nagar, Bangalore",100,,0
Donne Biryani Mane,"Biryani, North Indian","New BEL Road, Bangalore",300,3.7,0
Pizza Hut,"Pizza, Fast Food, Desserts, Beverages","New BEL Road, Bangalore",400,3.5,0
Onesta,"Fast Food, Pizza, Pasta, Desserts, Beverages","New BEL Road, Bangalore",600,4.4,4
Al-Bek,"North Indian, Mughlai, Andhra, Chinese","New BEL Road, Bangalore",100,,3
Ovenstory Pizza,"Pizza, Desserts","New BEL Road, Bangalore",250,,3
Chicking,"Burger, Pizza, Fast Food","New BEL Road, Bangalore",200,,0
A2B - Adyar Ananda Bhavan,"South Indian, Fast Food, Street Food, Ice Cream, Beverages, North Indian, Chinese","New BEL Road, Bangalore",150,,3
Imperio Restaurant,"Mughlai, Arabian, Biryani, Kerala, Chinese, South Indian, North Indian, Beverages","New BEL Road, Bangalore",150,,3
Nandhana Palace,"Biryani, Andhra, North Indian, Chinese, Mughlai, South Indian, Desserts, Beverages","New BEL Road, Bangalore",800,4.2,4
CakeZone,"Bakery, Desserts","Sanjay Nagar, Bangalore",300,,0
Lassi Shop,"Beverages, Ice Cream, Pizza, Shake","Sanjay Nagar, Bangalore",100,,0
Subway,"Healthy Food, Fast Food, Sandwich, Salad, Beverages, Wraps","New BEL Road, Bangalore",400,3.2,2
Kwality Wallâs Frozen Dessert And Ice Cream Shop,Ice Cream,"Peenya, Bangalore",100,,0
Biryani Trip,"Biryani, Fast Food","Hebbal, Bangalore",250,,3
Andhra Gunpowder,"Biryani, South Indian, Desserts, Beverages","New BEL Road, Bangalore",200,,3
